* This data was exported from the Dayton Audio Test System: DATS
*
* Piston Diameter = 0 mm
* f(s)= 0 Hz
* R(e)= 0 Ohms
* Z(max)= 0 Ohms
* Q(ms)= 0
* Q(es)= 0
* Q(ts)= 0
* V(as)= 0 liters     (0 cubic feet)
* L(e)= 0 mH
* n(0)= 0 %
* SPL= 0 1W/1m
* M(ms)= 0 grams
* C(ms)= 0 mm/N
* BL= 0 
* K(r)= 1178 
* X(r)= -0.01519 
* K(i)= 0.006311 
* X(i)= 0.7473 
*
*
Freq            Impedance       Phase
456.140    	9.329    	-29.051    
469.506    	9.591    	-28.936    
483.264    	9.823    	-29.265    
497.424    	9.995    	-29.941    
512.000    	10.106    	-30.800    
527.003    	10.158    	-31.771    
542.445    	10.137    	-32.799    
558.340    	10.061    	-33.759    
574.701    	9.925    	-34.519    
591.541    	9.755    	-35.136    
608.874    	9.560    	-35.461    
626.715    	9.364    	-35.591    
645.080    	9.170    	-35.505    
663.982    	8.980    	-35.300    
683.438    	8.804    	-34.975    
703.464    	8.639    	-34.573    
724.077    	8.480    	-34.079    
745.294    	8.333    	-33.564    
767.133    	8.197    	-32.988    
789.612    	8.066    	-32.338    
812.749    	7.944    	-31.683    
836.565    	7.824    	-30.980    
861.078    	7.717    	-30.239    
886.309    	7.618    	-29.494    
912.280    	7.531    	-28.677    
939.012    	7.449    	-27.839    
966.527    	7.385    	-26.978    
994.849    	7.337    	-26.122    
1024.000    	7.271    	-25.441    
1054.005    	7.210    	-24.577    
1084.890    	7.172    	-23.676    
1116.680    	7.159    	-22.768    
1149.401    	7.172    	-22.040    
1183.081    	7.203    	-21.627    
1217.748    	7.213    	-21.537    
1253.431    	7.181    	-21.724    
1290.159    	7.096    	-21.872    
1327.964    	6.975    	-21.733    
1366.876    	6.842    	-21.269    
1406.929    	6.720    	-20.476    
1448.155    	6.613    	-19.435    
1490.589    	6.518    	-18.032    
1534.266    	6.454    	-16.021    
1579.224    	6.565    	-13.041    
1625.499    	7.168    	-12.273    
1673.129    	7.240    	-17.314    
1722.156    	6.859    	-18.153    
1772.619    	6.662    	-17.351    
1824.561    	6.552    	-16.440    
1878.024    	6.480    	-15.610    
1933.055    	6.430    	-14.843    
1989.697    	6.401    	-14.041    
2048.000    	6.356    	-13.367    
2108.011    	6.319    	-12.688    
2169.780    	6.298    	-12.012    
2233.360    	6.271    	-11.361    
2298.802    	6.249    	-10.704    
2366.162    	6.236    	-10.082    
2435.496    	6.222    	-9.429    
2506.862    	6.210    	-8.832    
2580.318    	6.196    	-8.187    
2655.927    	6.187    	-7.538    
2733.752    	6.179    	-6.737    
2813.857    	6.265    	-6.123    
2896.309    	6.233    	-6.401    
2981.178    	6.201    	-5.767    
3068.533    	6.193    	-5.230    
3158.448    	6.186    	-4.727    
3250.997    	6.178    	-4.218    
3346.259    	6.173    	-3.710    
3444.312    	6.172    	-3.219    
3545.238    	6.171    	-2.715    
3649.121    	6.173    	-2.219    
3756.049    	6.173    	-1.734    
3866.109    	6.175    	-1.256    
3979.395    	6.181    	-0.739    
4096.000    	6.193    	-0.335    
4216.022    	6.192    	0.078    
4339.561    	6.192    	0.545    
4466.720    	6.196    	0.986    
4597.605    	6.202    	1.448    
4732.325    	6.205    	1.906    
4870.992    	6.212    	2.363    
5013.723    	6.221    	2.821    
5160.637    	6.225    	3.272    
5311.855    	6.236    	3.737    
5467.504    	6.244    	4.150    
5627.714    	6.258    	4.588    
5792.619    	6.268    	5.049    
5962.355    	6.277    	5.509    
6137.066    	6.289    	5.953    
6316.896    	6.303    	6.383    
6501.995    	6.318    	6.830    
6692.518    	6.332    	7.263    
6888.623    	6.348    	7.712    
7090.476    	6.362    	8.128    
7298.242    	6.380    	8.550    
7512.097    	6.395    	8.990    
7732.218    	6.411    	9.422    
7958.790    	6.425    	9.883    
8192.000    	6.440    	10.312    
8432.044    	6.458    	10.763    
8679.122    	6.479    	11.233    
8933.439    	6.498    	11.703    
9195.209    	6.518    	12.165    
9464.649    	6.536    	12.632    
9741.985    	6.563    	13.100    
